050353,15.3,8.4,9.4,19.9,24.5,18.4
050357,None,11,12.3,None,22.1,16.3
050359,16.0,16.9,15,19.1,24.6,17.0
050360,13.3,13.8,10.9,16.7,22.6,16.2
050367,16.2,12.9,14.3,18.7,26.7,19.7
050373,16.8,12.9,12.6,None,24.0,18.7
050376,14.1,12.2,14.5,17.9,23.5,17.7
050378,None,10.5,12.2,None,23.8,19.3
050380,13.3,11.5,14.7,18.6,23.1,15.7
050382,13.0,9.8,10,17.4,24.1,16.5
050385,None,11.3,11,None,23.0,19.5
050390,15.5,11.6,16.4,17.1,22.0,18.7
050393,13.8,10.5,9.7,18.0,23.4,16.6
050394,13.3,11.2,14.2,16.0,21.1,16.0
050396,16.4,10.4,11.8,16.8,20.9,15.5
050397,None,10.8,10.9,None,23.9,18.1
050407,None,8.6,9.4,None,24.9,17.9
050411,None,11.3,,None,25.4,None
050414,18.1,10.6,11.3,None,24.1,18.2
050417,16.1,13.7,10.1,17.7,21.8,16.0
050423,None,11.2,16.5,None,22.4,17.2
050424,12.9,8.8,11.5,16.9,19.8,15.9
050425,None,,,None,23.9,None
050426,12.8,9.6,8.6,17.0,23.1,17.4
050434,None,10.5,12.3,None,23.8,18.9
050435,15.3,12.1,11.8,None,22.8,17.7
050438,12.7,10.4,6.9,18.5,24.7,17.6
050441,12.6,10.7,10.9,17.7,25.0,18.8
050444,17.4,13.9,15.4,16.4,23.5,19.7
050454,15.7,11.3,11.2,18.6,22.1,17.5
050455,15.8,11.6,11.2,19.5,26.0,18.2
050457,13.3,10.6,13.3,18.4,23.2,16.8
050464,14.2,12,15.5,18.6,24.4,17.7
050468,14.9,10,9.8,None,26.8,17.9
050471,15.1,9.1,10.6,19.1,23.6,18.2
050481,15.4,10.3,11.6,18.3,21.2,17.5
050485,17.1,8.7,11.6,20.9,22.3,18.5
050488,13.5,11.7,10.1,18.8,23.5,18.0
050492,15.1,16.6,13.8,18.6,20.0,16.8
050496,15.2,10.5,11.4,17.6,19.6,17.0
050498,16.1,12,11.1,17.1,22.4,17.6
050502,14.8,7.6,6.7,19.2,22.4,15.9
050503,13.7,10.8,14,16.7,20.3,16.8
050506,17.4,13.6,13.6,18.6,21.6,18.1
050510,None,,,None,None,None
050512,None,,,None,None,None
050515,None,,,None,None,None
050516,15.3,12.3,12.4,19.0,24.9,19.4
050517,None,14,12.5,None,23.8,18.0
050523,17.1,11.3,12.2,19.8,22.3,19.6
050526,15.1,9,8.1,18.7,25.0,17.0
050528,None,11.9,14.1,None,22.8,17.8
050534,15.0,12.3,11.5,17.9,24.5,15.8
050537,None,12.8,11.5,None,21.5,17.1
050541,None,,,None,None,None
050543,None,,,None,None,None
050547,None,,,None,None,None
050549,13.9,10.5,9.6,18.1,20.2,15.9
050551,15.2,14.8,12.6,19.6,23.4,16.8
050552,None,,13.1,None,22.6,17.5
050557,16.3,12.6,15.2,18.1,21.9,18.8
050561,None,,,None,None,None
050567,14.9,9.3,9.8,17.2,21.2,16.4
050568,15.9,14.3,15.9,16.8,23.8,16.9
050570,14.4,9.1,9,18.8,26.4,16.0
050573,13.9,10.7,9.6,16.9,18.4,14.7
050575,14.2,9,8.3,18.6,22.9,15.5
050580,13.7,9.9,10.9,18.9,23.3,16.7
050581,14.6,10,11.5,19.4,22.6,15.0
050586,14.3,9.9,10.5,18.5,23.6,17.6
050588,14.5,11.4,12.2,None,22.8,17.4
050589,16.3,11.7,12.1,17.6,22.3,18.0
050590,19.5,11.2,13.9,18.0,26.0,17.6
050597,15.0,12.5,12,19.0,20.1,17.7
050599,11.6,9.3,10.1,19.1,22.6,16.9
050603,14.4,11.2,10.6,18.2,21.7,16.4
050604,15.8,,,18.4,None,None
050608,None,11.7,21.5,None,21.6,16.2
050609,None,,,None,21.9,None
050616,14.1,12.8,12.5,18.7,23.5,15.3
050618,None,,13.7,None,None,18.3
050624,14.5,9.6,9.3,16.4,22.3,16.6
050625,12.4,7.8,6.7,18.0,21.1,17.3
050633,16.7,14.9,13.7,18.2,22.0,18.2
050636,17.2,12.5,12.2,17.2,20.3,15.9
050641,15.1,9.5,9.7,None,23.3,19.0
050660,None,,,None,None,None
050663,14.4,9.5,7.4,18.4,25.8,19.2
050668,None,,12.1,None,None,18.0
050674,None,,,None,None,None
050677,None,,,None,None,None
050678,15.0,9.3,9.6,18.7,22.9,17.2
050684,14.2,11.3,14.8,18.1,23.7,18.9
050686,None,,,None,None,None
050688,14.8,12.1,10.3,19.1,20.7,17.6
050689,14.7,11.1,10.6,19.1,21.8,19.1
050690,None,,,None,None,None
050696,None,10.5,11,18.1,24.0,16.8
050697,None,,,None,None,None
050701,15.9,10.7,14.7,19.0,20.9,19.2
050704,16.4,9.4,10.4,19.3,22.7,19.1
050708,None,,,None,None,None
